"area","species","time"
1,"Vulpes vulpes",0.984409722222222
1,"Vulpes vulpes",0.0216087962962963
1,"Vulpes vulpes",0.1503125
1,"Vulpes vulpes",0.789178240740741
1,"Vulpes vulpes",0.820810185185185
1,"Vulpes vulpes",0.104895833333333
1,"Lepus europaeus",0.96400462962963
1,"Lepus europaeus",0.71875
1,"Lepus europaeus",0.797048611111111
1,"Lepus europaeus",0.841006944444444
1,"Lepus europaeus",0.862997685185185
1,"Lepus europaeus",0.772222222222222
1,"Lepus europaeus",0.0562037037037037
1,"Lepus europaeus",0.00444444444444444
1,"Martes martes",0.221527777777778
1,"Meles meles",0.834814814814815
1,"Meles meles",0.838877314814815
1,"Meles meles",0.117604166666667
1,"Meles meles",0.0597337962962963
1,"Lynx lynx",0.0777777777777778
1,"Lynx lynx",0.0763888888888889
1,"Lynx lynx",0.121678240740741
1,"Vulpes vulpes",0.0341666666666667
1,"Vulpes vulpes",0.123009259259259
1,"Vulpes vulpes",0.818831018518518
1,"Vulpes vulpes",0.289143518518518
1,"Vulpes vulpes",0.81337962962963
1,"Capreolus capreolus",0.464722222222222
1,"Meles meles",0.103171296296296
1,"Meles meles",0.0400810185185185
1,"Felis catus",0.949722222222222
1,"Felis catus",0.323784722222222
1,"Lepus europaeus",0.0542708333333333
1,"Lepus europaeus",0.775162037037037
1,"Lynx lynx",0.93775462962963
1,"Lynx lynx",0.947777777777778
1,"Lynx lynx",0.75994212962963
1,"Lynx lynx",0.822430555555556
1,"Vulpes vulpes",0.817361111111111
1,"Vulpes vulpes",0.745833333333333
1,"Vulpes vulpes",0.765972222222222
1,"Vulpes vulpes",0.774305555555556
1,"Vulpes vulpes",0.807638888888889
1,"Sciurus vulgaris",0.373611111111111
1,"Sciurus vulgaris",0.322916666666667
1,"Sciurus vulgaris",0.524305555555556
1,"Sciurus vulgaris",0.398611111111111
1,"Lepus europaeus",0.0645833333333333
1,"Meles meles",0.861111111111111
1,"Meles meles",0.168055555555556
1,"Rupicapra rupicapra",0.8375
1,"Rupicapra rupicapra",0.522916666666667
1,"Lynx lynx",0.15
1,"Lynx lynx",0.717361111111111
1,"Lynx lynx",0.784722222222222
1,"Lynx lynx",0.68125
1,"Lynx lynx",0.00555555555555556
1,"Lynx lynx",0.0513888888888889
1,"Felis catus",0.0618055555555556
1,"Felis catus",0.973865740740741
1,"Felis catus",0.831840277777778
1,"Felis catus",0.1625
1,"Felis catus",0.934722222222222
1,"Felis catus",0.933333333333333
1,"Felis catus",0.261805555555556
1,"Vulpes vulpes",0.861689814814815
1,"Vulpes vulpes",0.23412037037037
1,"Vulpes vulpes",0.748321759259259
1,"Vulpes vulpes",0.104166666666667
1,"Vulpes vulpes",0.851041666666667
1,"Vulpes vulpes",0.173981481481481
1,"Vulpes vulpes",0.911979166666667
1,"Vulpes vulpes",0.0394791666666667
1,"Vulpes vulpes",0.863888888888889
1,"Vulpes vulpes",0.189583333333333
1,"Vulpes vulpes",0.0625
1,"Lepus europaeus",0.932916666666667
1,"Lepus europaeus",0.933831018518518
1,"Lepus europaeus",0.0354166666666667
1,"Lepus europaeus",0.966666666666667
1,"Lepus europaeus",0.180555555555556
1,"Lepus europaeus",0.0381944444444444
1,"Capreolus capreolus",0.374675925925926
1,"Capreolus capreolus",0.630706018518518
1,"Lynx lynx",0.856944444444444
1,"Lynx lynx",0.8
1,"Lynx lynx",0.0740393518518519
1,"Lynx lynx",0.709027777777778
1,"Lynx lynx",0.938194444444444
1,"Lynx lynx",0.0923611111111111
1,"Lynx lynx",0.292314814814815
1,"Lynx lynx",0.294803240740741
1,"Lynx lynx",0.0805555555555556
1,"Lynx lynx",0.219444444444444
1,"Lynx lynx",0.263194444444444
1,"Lynx lynx",0.722916666666667
1,"Lynx lynx",0.724305555555556
1,"Lynx lynx",0.766666666666667
1,"Lynx lynx",0.218055555555556
1,"Lynx lynx",0.512511574074074
1,"Lynx lynx",0.00763888888888889
1,"Lynx lynx",0.151388888888889
1,"Lynx lynx",0.902731481481482
1,"Lynx lynx",0.20255787037037
1,"Lynx lynx",0.0084375
1,"Lynx lynx",0.800798611111111
1,"Capreolus capreolus",0.704166666666667
1,"Capreolus capreolus",0.984722222222222
1,"Capreolus capreolus",0.6125
1,"Capreolus capreolus",0.727777777777778
1,"Capreolus capreolus",0.813194444444444
1,"Capreolus capreolus",0.620833333333333
1,"Capreolus capreolus",0.0416666666666667
1,"Capreolus capreolus",0.05
1,"Capreolus capreolus",0.956944444444444
1,"Capreolus capreolus",0.0548611111111111
1,"Vulpes vulpes",0.885416666666667
1,"Vulpes vulpes",0.763888888888889
1,"Vulpes vulpes",0.770138888888889
1,"Vulpes vulpes",0.738194444444444
1,"Vulpes vulpes",0.875
1,"Vulpes vulpes",0.940972222222222
1,"Vulpes vulpes",0.320138888888889
1,"Vulpes vulpes",0.6
1,"Vulpes vulpes",0.759722222222222
1,"Vulpes vulpes",0.802777777777778
1,"Vulpes vulpes",0.365972222222222
1,"Vulpes vulpes",0.961111111111111
1,"Vulpes vulpes",0.999305555555556
1,"Vulpes vulpes",0.854861111111111
1,"Vulpes vulpes",0.83125
1,"Vulpes vulpes",0.93125
1,"Vulpes vulpes",0.857638888888889
1,"Vulpes vulpes",0.293055555555556
1,"Vulpes vulpes",0.766666666666667
1,"Vulpes vulpes",0.884722222222222
1,"Vulpes vulpes",0.988888888888889
1,"Vulpes vulpes",0.161111111111111
1,"Vulpes vulpes",0.333333333333333
1,"Vulpes vulpes",0.234722222222222
1,"Cervus elaphus",0.977083333333333
1,"Lynx lynx",0.911805555555556
1,"Lynx lynx",0.0479166666666667
1,"Lynx lynx",0.0868055555555556
1,"Meles meles",0.947916666666667
1,"Vulpes vulpes",0.165277777777778
1,"Vulpes vulpes",0.759722222222222
1,"Vulpes vulpes",0.322916666666667
1,"Vulpes vulpes",0.340277777777778
1,"Vulpes vulpes",0.795138888888889
1,"Vulpes vulpes",0.263194444444444
1,"Vulpes vulpes",0.811805555555556
1,"Vulpes vulpes",0.778472222222222
1,"Vulpes vulpes",0.377083333333333
1,"Vulpes vulpes",0.654861111111111
1,"Vulpes vulpes",0.407638888888889
1,"Vulpes vulpes",0.71875
1,"Vulpes vulpes",0.779166666666667
1,"Vulpes vulpes",0.459027777777778
1,"Vulpes vulpes",0.777777777777778
1,"Vulpes vulpes",0.274305555555556
1,"Vulpes vulpes",0.741666666666667
1,"Vulpes vulpes",0.25625
1,"Lepus europaeus",0.308333333333333
1,"Lepus europaeus",0.243055555555556
1,"Felis catus",0.770833333333333
1,"Felis catus",0.834027777777778
1,"Capreolus capreolus",0.930555555555556
1,"Lynx lynx",0.460416666666667
1,"Lynx lynx",0.639583333333333
1,"Meles meles",0.980555555555556
1,"Meles meles",0.326388888888889
1,"Vulpes vulpes",0.922222222222222
1,"Vulpes vulpes",0.255555555555556
1,"Vulpes vulpes",0.932638888888889
1,"Vulpes vulpes",0.278472222222222
1,"Vulpes vulpes",0.304861111111111
1,"Vulpes vulpes",0.861805555555556
1,"Vulpes vulpes",0.746527777777778
1,"Vulpes vulpes",0.0944444444444444
1,"Vulpes vulpes",0.252083333333333
1,"Vulpes vulpes",0.866666666666667
1,"Vulpes vulpes",0.2125
1,"Vulpes vulpes",0.584027777777778
1,"Vulpes vulpes",0.297916666666667
1,"Vulpes vulpes",0.382638888888889
1,"Vulpes vulpes",0.991666666666667
1,"Vulpes vulpes",0.990972222222222
1,"Vulpes vulpes",0.101388888888889
1,"Vulpes vulpes",0.295138888888889
1,"Vulpes vulpes",0.336111111111111
1,"Vulpes vulpes",0.393055555555556
1,"Vulpes vulpes",0.477777777777778
1,"Vulpes vulpes",0.795833333333333
1,"Vulpes vulpes",0.838194444444444
1,"Vulpes vulpes",0.936111111111111
1,"Vulpes vulpes",0.331944444444444
1,"Vulpes vulpes",0.8375
1,"Vulpes vulpes",0.880555555555556
1,"Vulpes vulpes",0.2625
1,"Vulpes vulpes",0.805555555555556
1,"Vulpes vulpes",0.352777777777778
1,"Vulpes vulpes",0.393055555555556
1,"Vulpes vulpes",0.464583333333333
1,"Vulpes vulpes",0.652777777777778
1,"Vulpes vulpes",0.825694444444444
1,"Vulpes vulpes",0.936111111111111
1,"Vulpes vulpes",0.00763888888888889
1,"Vulpes vulpes",0.195833333333333
1,"Vulpes vulpes",0.368055555555556
1,"Vulpes vulpes",0.799305555555556
1,"Vulpes vulpes",0.820833333333333
1,"Vulpes vulpes",0.363888888888889
1,"Vulpes vulpes",0.847222222222222
1,"Vulpes vulpes",0.922916666666667
1,"Vulpes vulpes",0.488194444444444
1,"Vulpes vulpes",0.840277777777778
1,"Vulpes vulpes",0.03125
1,"Vulpes vulpes",0.139583333333333
1,"Vulpes vulpes",0.265277777777778
1,"Vulpes vulpes",0.382638888888889
1,"Vulpes vulpes",0.807638888888889
1,"Vulpes vulpes",0.776388888888889
1,"Vulpes vulpes",0.0215277777777778
1,"Vulpes vulpes",0.443055555555556
1,"Vulpes vulpes",0.240277777777778
1,"Vulpes vulpes",0.285416666666667
1,"Vulpes vulpes",0.272916666666667
1,"Vulpes vulpes",0.280555555555556
1,"Vulpes vulpes",0.820138888888889
1,"Vulpes vulpes",0.252777777777778
1,"Vulpes vulpes",0.124305555555556
1,"Vulpes vulpes",0.235416666666667
1,"Vulpes vulpes",0.317361111111111
1,"Vulpes vulpes",0.748611111111111
1,"Vulpes vulpes",0.238888888888889
1,"Vulpes vulpes",0.28125
1,"Vulpes vulpes",0.931944444444444
1,"Vulpes vulpes",0.245138888888889
1,"Vulpes vulpes",0.420833333333333
1,"Vulpes vulpes",0.780555555555556
1,"Vulpes vulpes",0.168055555555556
1,"Vulpes vulpes",0.793055555555556
1,"Vulpes vulpes",0.0361111111111111
1,"Vulpes vulpes",0.259722222222222
1,"Vulpes vulpes",0.893055555555556
1,"Vulpes vulpes",0.75
1,"Vulpes vulpes",0.000694444444444444
1,"Vulpes vulpes",0.964583333333333
1,"Vulpes vulpes",0.752777777777778
1,"Vulpes vulpes",0.892361111111111
1,"Vulpes vulpes",0.299305555555556
1,"Vulpes vulpes",0.308333333333333
1,"Vulpes vulpes",0.746527777777778
1,"Vulpes vulpes",0.744444444444444
1,"Vulpes vulpes",0.666666666666667
1,"Vulpes vulpes",0.300694444444444
1,"Vulpes vulpes",0.325694444444444
1,"Vulpes vulpes",0.240277777777778
1,"Vulpes vulpes",0.375694444444444
1,"Vulpes vulpes",0.690972222222222
1,"Vulpes vulpes",0.372222222222222
1,"Vulpes vulpes",0.252083333333333
1,"Vulpes vulpes",0.669444444444444
1,"Vulpes vulpes",0.751388888888889
1,"Vulpes vulpes",0.816666666666667
1,"Vulpes vulpes",0.605555555555556
1,"Vulpes vulpes",0.0979166666666667
1,"Vulpes vulpes",0.659027777777778
1,"Vulpes vulpes",0.319444444444444
1,"Vulpes vulpes",0.543055555555556
1,"Vulpes vulpes",0.80625
1,"Capreolus capreolus",0.695138888888889
1,"Capreolus capreolus",0.413194444444444
1,"Capreolus capreolus",0.532638888888889
1,"Capreolus capreolus",0.446527777777778
1,"Capreolus capreolus",0.530555555555556
1,"Capreolus capreolus",0.0347222222222222
1,"Felis catus",0.3125
1,"Felis catus",0.855555555555556
1,"Felis catus",0.311111111111111
1,"Felis catus",0.865972222222222
1,"Felis catus",0.133333333333333
1,"Lepus europaeus",0.270833333333333
1,"Lepus europaeus",0.95625
1,"Lepus europaeus",0.926388888888889
1,"Rupicapra rupicapra",0.370833333333333
1,"Lynx lynx",0.753472222222222
1,"Lynx lynx",0.813194444444444
1,"Lepus europaeus",0.730960648148148
1,"Lepus europaeus",0.80068287037037
1,"Lepus europaeus",0.135416666666667
1,"Lepus europaeus",0.752233796296296
1,"Lepus europaeus",0.743055555555556
1,"Lepus europaeus",0.263888888888889
1,"Lepus europaeus",0.28125
1,"Lepus europaeus",0.296527777777778
1,"Lepus europaeus",0.800578703703704
1,"Lepus europaeus",0.273761574074074
1,"Lepus europaeus",0.781909722222222
1,"Lepus europaeus",0.287233796296296
1,"Lepus europaeus",0.260173611111111
1,"Lepus europaeus",0.276388888888889
1,"Lepus europaeus",0.947222222222222
1,"Lepus europaeus",0.0166203703703704
1,"Lepus europaeus",0.249305555555556
1,"Lepus europaeus",0.217326388888889
1,"Lepus europaeus",0.253472222222222
1,"Vulpes vulpes",0.243333333333333
1,"Vulpes vulpes",0.896527777777778
1,"Vulpes vulpes",0.446145833333333
1,"Vulpes vulpes",0.975
1,"Vulpes vulpes",0.435196759259259
1,"Vulpes vulpes",0.856365740740741
1,"Vulpes vulpes",0.309722222222222
1,"Vulpes vulpes",0.204733796296296
1,"Vulpes vulpes",0.00833333333333333
1,"Vulpes vulpes",0.917858796296296
1,"Vulpes vulpes",0.0229166666666667
1,"Vulpes vulpes",0.0331365740740741
1,"Vulpes vulpes",0.0111111111111111
1,"Vulpes vulpes",0.854166666666667
1,"Vulpes vulpes",0.963888888888889
1,"Vulpes vulpes",0.825694444444444
1,"Vulpes vulpes",0.163888888888889
1,"Lynx lynx",0.152083333333333
1,"Lynx lynx",0.595833333333333
1,"Lynx lynx",0.755138888888889
1,"Lynx lynx",0.240162037037037
1,"Vulpes vulpes",0.786111111111111
1,"Vulpes vulpes",0.94375
1,"Vulpes vulpes",0.779166666666667
1,"Vulpes vulpes",0.0923611111111111
1,"Vulpes vulpes",0.895138888888889
1,"Vulpes vulpes",0.956944444444444
1,"Vulpes vulpes",0.294444444444444
1,"Vulpes vulpes",0.783333333333333
1,"Vulpes vulpes",0.894444444444444
1,"Vulpes vulpes",0.761805555555556
1,"Vulpes vulpes",0.795138888888889
1,"Vulpes vulpes",0.759027777777778
1,"Vulpes vulpes",0.122222222222222
1,"Vulpes vulpes",0.272916666666667
1,"Rupicapra rupicapra",0.754166666666667
1,"Rupicapra rupicapra",0.577777777777778
1,"Rupicapra rupicapra",0.679166666666667
1,"Rupicapra rupicapra",0.372916666666667
1,"Rupicapra rupicapra",0.497916666666667
1,"Rupicapra rupicapra",0.406944444444444
1,"Rupicapra rupicapra",0.616666666666667
1,"Rupicapra rupicapra",0.404166666666667
1,"Rupicapra rupicapra",0.0104166666666667
1,"Rupicapra rupicapra",0.415972222222222
1,"Rupicapra rupicapra",0.121527777777778
1,"Rupicapra rupicapra",0.351388888888889
1,"Rupicapra rupicapra",0.36875
1,"Rupicapra rupicapra",0.698611111111111
1,"Rupicapra rupicapra",0.352083333333333
1,"Rupicapra rupicapra",0.707638888888889
1,"Rupicapra rupicapra",0.435416666666667
1,"Meles meles",0.904861111111111
1,"Meles meles",0.00833333333333333
1,"Meles meles",0.00555555555555556
1,"Meles meles",0.8875
1,"Meles meles",0.808333333333333
1,"Meles meles",0.916666666666667
1,"Meles meles",0.841666666666667
1,"Meles meles",0.976388888888889
1,"Meles meles",0.0881944444444445
1,"Meles meles",0.279166666666667
1,"Meles meles",0.878472222222222
1,"Meles meles",0.00625
1,"Meles meles",0.895833333333333
1,"Meles meles",0.761805555555556
1,"Meles meles",0.817361111111111
1,"Meles meles",0.953472222222222
1,"Martes martes",0.2
1,"Aves spp",0.65625
1,"Mustela erminea",0.368055555555556
1,"Lynx lynx",0.314583333333333
1,"Lynx lynx",0.33125
1,"Lynx lynx",0.365972222222222
1,"Lynx lynx",0.148611111111111
1,"Capreolus capreolus",0.716041666666667
1,"Capreolus capreolus",0.300034722222222
1,"Capreolus capreolus",0.331944444444444
1,"Vulpes vulpes",0.255034722222222
1,"Vulpes vulpes",0.290347222222222
1,"Vulpes vulpes",0.334722222222222
1,"Vulpes vulpes",0.227615740740741
1,"Vulpes vulpes",0.903657407407407
1,"Vulpes vulpes",0.880949074074074
1,"Vulpes vulpes",0.183009259259259
1,"Vulpes vulpes",0.522638888888889
1,"Vulpes vulpes",0.867696759259259
1,"Vulpes vulpes",0.860671296296296
1,"Vulpes vulpes",0.297986111111111
1,"Vulpes vulpes",0.904976851851852
1,"Vulpes vulpes",0.271296296296296
1,"Vulpes vulpes",0.252835648148148
1,"Vulpes vulpes",0.101388888888889
1,"Vulpes vulpes",0.927777777777778
1,"Vulpes vulpes",0.266828703703704
1,"Vulpes vulpes",0.134027777777778
1,"Vulpes vulpes",0.184722222222222
1,"Vulpes vulpes",0.297638888888889
1,"Vulpes vulpes",0.285856481481481
1,"Vulpes vulpes",0.0194444444444444
1,"Vulpes vulpes",0.847303240740741
1,"Vulpes vulpes",0.0722222222222222
1,"Meles meles",0.0296875
1,"Meles meles",0.0642824074074074
1,"Meles meles",0.82025462962963
1,"Meles meles",0.0770833333333333
1,"Meles meles",0.235798611111111
1,"Meles meles",0.0679282407407407
1,"Meles meles",0.0512384259259259
1,"Meles meles",0.0423611111111111
1,"Lepus europaeus",0.945775462962963
1,"Lepus europaeus",0.87400462962963
1,"Lepus europaeus",0.027337962962963
1,"Cervus elaphus",0.0667013888888889
1,"Cervus elaphus",0.381724537037037
1,"Lynx lynx",0.279861111111111
1,"Lynx lynx",0.155555555555556
1,"Canis lupus",0.221608796296296
1,"Lepus europaeus",0.820138888888889
1,"Lepus europaeus",0.916666666666667
1,"Lepus europaeus",0.83125
1,"Lepus europaeus",0.91875
1,"Lepus europaeus",0.275636574074074
1,"Lepus europaeus",0.746203703703704
1,"Vulpes vulpes",0.0715277777777778
1,"Vulpes vulpes",0.3875
1,"Vulpes vulpes",0.369444444444444
1,"Vulpes vulpes",0.751388888888889
1,"Vulpes vulpes",0.920138888888889
1,"Vulpes vulpes",0.303472222222222
1,"Vulpes vulpes",0.840277777777778
1,"Vulpes vulpes",0.270833333333333
1,"Vulpes vulpes",0.291666666666667
1,"Vulpes vulpes",0.860416666666667
1,"Vulpes vulpes",0.320833333333333
1,"Vulpes vulpes",0.948344907407407
1,"Vulpes vulpes",0.276388888888889
1,"Vulpes vulpes",0.113194444444444
1,"Vulpes vulpes",0.301388888888889
1,"Capreolus capreolus",0.375
1,"Meles meles",0.84375
1,"Meles meles",0.251388888888889
1,"Meles meles",0.289583333333333
1,"Meles meles",0.256458333333333
1,"Meles meles",0.234722222222222
1,"Meles meles",0.220138888888889
1,"Meles meles",0.981944444444444
1,"Meles meles",0.109027777777778
1,"Meles meles",0.813888888888889
1,"Meles meles",0.0736111111111111
1,"Meles meles",0.120138888888889
1,"Meles meles",0.836805555555556
1,"Meles meles",0.200694444444444
1,"Meles meles",0.955555555555556
1,"Lynx lynx",0.963194444444444
1,"Lynx lynx",0.917858796296296
1,"Lynx lynx",0.94943287037037
1,"Lynx lynx",0.286805555555556
1,"Lynx lynx",0.736111111111111
1,"Lynx lynx",0.845833333333333
1,"Lynx lynx",0.884722222222222
1,"Lynx lynx",0.902777777777778
1,"Lynx lynx",0.0604166666666667
1,"Lynx lynx",0.745833333333333
1,"Vulpes vulpes",0.998055555555556
1,"Vulpes vulpes",0.0298611111111111
1,"Vulpes vulpes",0.0951388888888889
1,"Vulpes vulpes",0.979606481481481
1,"Meles meles",0.819201388888889
1,"Meles meles",0.0201157407407407
1,"Meles meles",0.0174421296296296
1,"Meles meles",0.915277777777778
1,"Meles meles",0.0839583333333333
1,"Meles meles",0.936805555555556
1,"Lepus europaeus",0.0949074074074074
1,"Lepus europaeus",0.336111111111111
1,"Lepus europaeus",0.277835648148148
1,"Lepus timidus",0.882847222222222
1,"Canis lupus",0.622916666666667
1,"Canis lupus",0.122858796296296
1,"Vulpes vulpes",0.0298611111111111
1,"Vulpes vulpes",0.0951388888888889
1,"Vulpes vulpes",0.979606481481481
1,"Meles meles",0.819201388888889
1,"Meles meles",0.0201157407407407
1,"Meles meles",0.0174421296296296
1,"Meles meles",0.915277777777778
1,"Meles meles",0.0839583333333333
1,"Meles meles",0.936805555555556
1,"Lepus europaeus",0.0949074074074074
1,"Lepus europaeus",0.336111111111111
1,"Lepus europaeus",0.277835648148148
1,"Lepus timidus",0.882847222222222
1,"Canis lupus",0.622916666666667
1,"Canis lupus",0.122858796296296
1,"Cervus elaphus",0.295138888888889
1,"Cervus elaphus",0.791666666666667
1,"Capreolus capreolus",0.535092592592593
1,"Capreolus capreolus",0.997789351851852
1,"Capreolus capreolus",0.337037037037037
1,"Capreolus capreolus",0.322916666666667
1,"Capreolus capreolus",0.378472222222222
1,"Capreolus capreolus",0.103356481481481
1,"Capreolus capreolus",0.37068287037037
1,"Capreolus capreolus",0.0548611111111111
1,"Capreolus capreolus",0.335671296296296
1,"Capreolus capreolus",0.8375
1,"Capreolus capreolus",0.395833333333333
1,"Capreolus capreolus",0.910416666666667
1,"Capreolus capreolus",0.438113425925926
1,"Capreolus capreolus",0.278101851851852
1,"Capreolus capreolus",0.419837962962963
1,"Capreolus capreolus",0.45474537037037
1,"Capreolus capreolus",0.46193287037037
1,"Capreolus capreolus",0.381944444444444
1,"Meles meles",0.0326388888888889
1,"Vulpes vulpes",0.158819444444444
1,"Vulpes vulpes",0.780138888888889
1,"Lynx lynx",0.832407407407407
1,"Lynx lynx",0.496597222222222
1,"Lynx lynx",0.621168981481481
1,"Vulpes vulpes",0.246527777777778
1,"Vulpes vulpes",0.777083333333333
1,"Vulpes vulpes",0.204166666666667
1,"Vulpes vulpes",0.126388888888889
1,"Vulpes vulpes",0.998611111111111
1,"Vulpes vulpes",0.108333333333333
1,"Vulpes vulpes",0.0416666666666667
1,"Vulpes vulpes",0.754166666666667
1,"Vulpes vulpes",0.536805555555556
1,"Vulpes vulpes",0.802777777777778
1,"Vulpes vulpes",0.963888888888889
1,"Vulpes vulpes",0.605555555555556
1,"Vulpes vulpes",0.00625
1,"Vulpes vulpes",0.922222222222222
1,"Vulpes vulpes",0.201388888888889
1,"Vulpes vulpes",0.491666666666667
1,"Vulpes vulpes",0.0881944444444445
1,"Vulpes vulpes",0.122916666666667
1,"Vulpes vulpes",0.29375
1,"Vulpes vulpes",0.465277777777778
1,"Vulpes vulpes",0.5125
1,"Vulpes vulpes",0.836805555555556
1,"Vulpes vulpes",0.246527777777778
1,"Vulpes vulpes",0.578472222222222
1,"Meles meles",0.878472222222222
1,"Meles meles",0.150694444444444
1,"Rupicapra rupicapra",0.988888888888889
1,"Cervus elaphus",0.188194444444444
1,"Lynx lynx",0.0465277777777778
1,"Lynx lynx",0.807638888888889
1,"Lynx lynx",0.172222222222222
1,"Lynx lynx",0.924305555555556
1,"Lynx lynx",0.78125
1,"Lynx lynx",0.138888888888889
1,"Lynx lynx",0.206944444444444
1,"Lynx lynx",0.0631944444444444
1,"Lynx lynx",0.84375
1,"Lynx lynx",0.9
1,"Vulpes vulpes",0.602777777777778
1,"Vulpes vulpes",0.479166666666667
1,"Vulpes vulpes",0.0215277777777778
1,"Vulpes vulpes",0.473611111111111
1,"Vulpes vulpes",0.496527777777778
1,"Vulpes vulpes",0.520833333333333
1,"Vulpes vulpes",0.181944444444444
1,"Vulpes vulpes",0.2125
1,"Vulpes vulpes",0.934722222222222
1,"Vulpes vulpes",0.434722222222222
1,"Vulpes vulpes",0.815277777777778
1,"Vulpes vulpes",0.256944444444444
1,"Vulpes vulpes",0.277777777777778
1,"Vulpes vulpes",0.345138888888889
1,"Vulpes vulpes",0.290972222222222
1,"Vulpes vulpes",0.363194444444444
1,"Vulpes vulpes",0.791666666666667
1,"Vulpes vulpes",0.863194444444444
1,"Vulpes vulpes",0.897222222222222
1,"Lepus europaeus",0.08125
1,"Lepus europaeus",0.299305555555556
1,"Lepus europaeus",0.723611111111111
1,"Lepus europaeus",0.279166666666667
1,"Lepus europaeus",0.920833333333333
1,"Lepus europaeus",0.293055555555556
1,"Lepus europaeus",0.724305555555556
1,"Lepus europaeus",0.250694444444444
1,"Lepus europaeus",0.302777777777778
1,"Lepus europaeus",0.786111111111111
1,"Lepus europaeus",0.0527777777777778
1,"Lepus europaeus",0.751388888888889
1,"Lepus europaeus",0.140972222222222
1,"Capreolus capreolus",0.409722222222222
1,"Capreolus capreolus",0.909027777777778
1,"Meles meles",0.93125
1,"Meles meles",0.954861111111111
1,"Lynx lynx",0.263888888888889
1,"Lynx lynx",0.178472222222222
1,"Lynx lynx",0.678472222222222
